gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description filename
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_374387_3	3608	4195	588	1	0.673	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_374387_4	4003	4776	774	-1	0.672	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_374521_1	3	1523	1521	-1	0.644	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_374521_2	1673	2116	444	1	0.662	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_374521_3	2121	3281	1161	-1	0.628	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_670678.2_1	395	535	141	-1	0.574	11	4Base/6BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_670678.2_2	876	3095	2220	-1	0.591	11	GGAGG	GENOMAD.129297.CP	4.273e-29	128	0	0	0	2561	Caudoviricetes	NA	NA	K15721;COG4773	Outer membrane receptor for ferric coprogen and ferric-rhodotorulic acid
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_670678.2_3	3790	4107	318	-1	0.619	11	None	GENOMAD.142588.PC	7.092e-10	57	0	0	0	1	NA	NA	NA	PF13586;COG3293	Transposase
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_670678.2_4	4176	4544	369	-1	0.615	11	AGGAG	GENOMAD.147810.PC	5.968e-10	58	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_670678.2_5	4880	6673	1794	-1	0.636	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_670678.2_6	6670	7173	504	-1	0.653	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_670678.2_7	7163	10000	2838	-1	0.645	11	None	GENOMAD.159479.CP	5.603e-66	248	0	0	0	1	NA	NA	NA	PF13510;PF07992;K22086;TIGR01372;COG3573	sarcosine oxidase, alpha subunit family, heterotetrameric form
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_712991_1	1	198	198	-1	0.616	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_712991_2	807	1343	537	-1	0.613	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_712991_3	1343	1945	603	-1	0.575	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_712991_4	1965	3782	1818	-1	0.613	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_783231_1	304	1080	777	-1	0.655	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_783231_2	1150	2250	1101	-1	0.648	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_783231_3	2448	2585	138	1	0.587	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_783231_4	2603	2722	120	-1	0.508	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_816282_1	3	1754	1752	1	0.615	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_816282_2	1843	2094	252	1	0.591	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_816282_3	2091	2450	360	-1	0.603	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_816282_4	2472	2834	363	-1	0.609	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_816282_5	2970	3323	354	1	0.596	11	GGA/GAG/AGG	GENOMAD.142137.CP	9.587e-20	86	0	0	0	1	NA	NA	NA	PF03960;TIGR00014;K00537;COG1393	arsenate reductase (glutaredoxin)
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_816282_6	3575	4054	480	1	0.650	11	None	GENOMAD.211490.PC	7.359e-13	68	0	0	0	1	NA	NA	NA	PF20089	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_816282_7	4160	4342	183	1	0.623	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_864914_1	144	2177	2034	-1	0.666	11	GGA/GAG/AGG	GENOMAD.086212.PC	9.303e-08	58	0	1	0	1	NA	F_traG	NA	PF07916;PF19489;K12056;COG4764	TraG-like protein, N-terminal region; Transglycosylase SLT domain
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_864914_2	2317	3195	879	1	0.627	11	GGA/GAG/AGG	GENOMAD.127112.CP	2.513e-11	67	0	0	0	1	NA	NA	NA	PF00701;COG0329;TIGR02313;K01714	Dihydrodipicolinate synthase/N-acetylneuraminate lyase
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_864914_3	3195	3491	297	1	0.640	11	4Base/6BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_1264060_1	64	735	672	1	0.653	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_1264060_2	1099	1332	234	1	0.581	11	GGA/GAG/AGG	GENOMAD.153309.PP	2.778e-08	51	0	0	0	1	NA	NA	NA	PF04014;COG2336;TIGR02609	Antitoxin component of the MazEF toxin-antitoxin module
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_1264060_3	1319	1723	405	1	0.588	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_1264060_4	1689	1844	156	-1	0.615	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_1264060_5	1898	2278	381	-1	0.648	11	GGAG/GAGG	GENOMAD.171688.CP	1.769e-33	126	0	0	0	1	NA	NA	NA	PF12681;TIGR00068;COG3565;K08234	Glyoxalase-like domain
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_1264060_6	2478	2843	366	1	0.617	11	GGA/GAG/AGG	GENOMAD.147390.CP	1.737e-05	45	0	0	0	1	NA	NA	NA	PF12556;TIGR01650	Cobaltochelatase CobS subunit N terminal
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_1291494_1	403	648	246	1	0.593	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_1291494_2	670	855	186	1	0.602	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_1291494_3	924	1652	729	-1	0.642	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_1291494_4	2249	4189	1941	1	0.612	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_1291494_5	4199	5497	1299	1	0.649	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_1291494_6	5499	6305	807	1	0.595	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_1553427_1	1	936	936	-1	0.638	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_1553427_2	944	1354	411	-1	0.625	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_1553427_3	1351	1548	198	-1	0.566	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_1553427_4	1552	2679	1128	-1	0.645	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_1553427_5	2704	3045	342	-1	0.608	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_1553427_6	3338	4093	756	1	0.628	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_1553427_7	4107	4235	129	-1	0.620	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_1924064_1	1	162	162	1	0.630	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_1924064_2	147	653	507	1	0.619	11	AGxAGG/AGGxGG	GENOMAD.147426.CP	4.203e-43	156	0	0	0	1	NA	NA	NA	PF08818;COG5649;K05937	Uncharacterized conserved protein YdhG, YjbR/CyaY-like superfamily, DUF1801 family
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_1924064_3	676	774	99	1	0.576	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_1924064_4	778	1707	930	-1	0.648	11	AGxAGG/AGGxGG	GENOMAD.181408.CP	1.947e-101	332	0	0	0	1	NA	NA	NA	PF01643;COG3884;TIGR02799;K07107	Acyl-ACP thioesterase
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_1924064_5	1704	1874	171	-1	0.696	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_1924064_6	2115	2576	462	-1	0.649	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_1924064_7	2624	3463	840	1	0.631	11	GGA/GAG/AGG	GENOMAD.126447.PP	4.772e-12	69	0	0	0	1	NA	NA	NA	PF11847;TIGR03663;COG4745	Alpha-(1->3)-arabinofuranosyltransferase
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_2251818_1	19	705	687	-1	0.600	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_2251818_2	702	1913	1212	-1	0.627	11	None	GENOMAD.114736.CP	4.124e-31	130	0	0	0	1	NA	NA	NA	PF02687;PF12704;K09808;TIGR02213;COG4591	lipoprotein releasing system, transmembrane protein LolE
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_2251818_3	1917	3197	1281	-1	0.635	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_2251818_4	3522	6443	2922	1	0.636	11	GGAG/GAGG	GENOMAD.142325.CP	6.914e-11	69	0	0	0	1	NA	NA	NA	PF14583;K03641;COG1770;TIGR03866	Oligogalacturonate lyase
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_2251818_5	6719	9253	2535	-1	0.621	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_2251818_6	9268	9936	669	-1	0.608	11	GGA/GAG/AGG	GENOMAD.146298.CP	3.748e-13	71	0	0	0	1	NA	NA	NA	PF00582;COG0589;K14055	Nucleotide-binding universal stress protein,  UspA family
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_2251818_7	10189	10686	498	-1	0.606	11	GGAG/GAGG	GENOMAD.214409.CP	2.37e-07	52	0	0	0	1	NA	NA	NA	PF09086;COG2863;K12263;TIGR04484	Cytochrome c553
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_2251818_8	11522	12574	1053	1	0.594	11	3Base/5BMM	GENOMAD.138179.CP	2.299e-20	96	0	0	0	1	NA	NA	NA	PF05138;PF00175;K02613;TIGR02158;COG3396	phenylacetate-CoA oxygenase, PaaI subunit
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_2251818_9	12571	13158	588	1	0.585	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_2251818_10	13155	13862	708	1	0.582	11	GGxGG	GENOMAD.177838.CP	1.884e-101	328	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_2251818_11	14232	14597	366	1	0.582	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_2251818_12	14957	15184	228	-1	0.610	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3018174_1	2	169	168	-1	0.613	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3018174_2	159	1766	1608	-1	0.610	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3018174_3	1774	2322	549	-1	0.568	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3018174_4	2698	2940	243	1	0.593	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3018174_5	2912	3757	846	-1	0.592	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3056349_1	1	351	351	-1	0.627	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3056349_2	861	1835	975	1	0.648	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3056349_3	2104	2772	669	-1	0.628	11	GGAG/GAGG	GENOMAD.167534.CP	4.536e-28	115	0	0	0	1	NA	NA	NA	PF16961;K07275;COG3047;TIGR04565	Outer membrane protein W
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3056349_4	3388	5265	1878	1	0.638	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3137074_1	1	243	243	1	0.576	11	None	GENOMAD.205373.PC	1.416e-30	115	0	0	0	1	NA	NA	NA	PF07080;K10533;COG4308;TIGR02096	Limonene-1,2-epoxide hydrolase
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3137074_2	240	1388	1149	-1	0.635	11	GGAGG	GENOMAD.152217.PC	4.686e-47	177	0	0	0	1	NA	NA	NA	PF08028;PF02771;K22027;COG1960;TIGR04022	Acyl-CoA dehydrogenase related to the alkylation response protein AidB
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3137074_3	1385	2554	1170	-1	0.621	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3137074_4	2554	3354	801	-1	0.623	11	GGA/GAG/AGG	GENOMAD.166212.CP	3.724e-11	66	0	0	0	1	NA	NA	NA	PF00378;K20765;TIGR03189;COG1024	cyclohexa-1,5-dienecarbonyl-CoA hydratase
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3137074_5	3370	4407	1038	-1	0.625	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3137074_6	4880	5182	303	-1	0.614	11	None	GENOMAD.177312.PC	9.522e-05	42	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3343505_1	2	1255	1254	1	0.648	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3343505_2	1325	1648	324	1	0.660	11	AGGAG/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3343505_3	1670	2284	615	1	0.654	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3343505_4	2288	2581	294	-1	0.595	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3343505_5	2588	2959	372	-1	0.664	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3362597_1	3	1034	1032	-1	0.641	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3362597_2	1244	1414	171	-1	0.608	11	GGAGG	GENOMAD.117317.PC	6.785e-06	43	0	1	0	1	NA	NA	NA	PF10502;COG4959;TIGR02771;K12062	Type IV secretory pathway, protease TraF
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3362597_3	1686	2837	1152	1	0.600	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3362597_4	3040	3297	258	-1	0.616	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3362597_5	3387	3503	117	1	0.598	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3587719_1	1	513	513	-1	0.634	11	None	GENOMAD.145708.CP	2.961e-39	145	0	0	0	1	NA	NA	NA	PF01810;K11249;TIGR00949;COG1279	The Resistance to Homoserine/Threonine (RhtB) Family protein
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3587719_2	586	1038	453	1	0.634	11	None	GENOMAD.140723.CP	2.708e-22	95	0	0	0	1	NA	NA	NA	PF17805;PF02295;K05800;COG1522;TIGR02702	DNA-binding transcriptional regulator, Lrp family
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3587719_3	1035	1310	276	-1	0.612	11	4Base/6BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3587719_4	1379	3199	1821	-1	0.633	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3587719_5	3661	4065	405	1	0.684	11	4Base/6BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3587719_6	4069	4530	462	-1	0.658	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3901577_1	1	435	435	1	0.607	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3901577_2	435	1595	1161	1	0.631	11	AGxAGG/AGGxGG	GENOMAD.130028.PC	6.518e-34	138	0	1	0	1	NA	T_virB6	NA	K03201;COG3704	Type IV secretory pathway, VirB6 components
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3901577_3	1597	2499	903	1	0.630	11	GGAG/GAGG	GENOMAD.110958.PC	8.434e-31	126	0	1	0	1	NA	T_virB9	NA	PF03524;K03204;TIGR02781;COG3504	P-type conjugative transfer protein VirB9
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3901577_4	2501	3298	798	1	0.647	11	AGxAGG/AGGxGG	GENOMAD.107266.PC	2.05e-17	85	0	1	0	1	NA	T_virB10	NA	PF03743	Bacterial conjugation TrbI-like protein
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3942604_1	54	1046	993	1	0.619	11	GGAG/GAGG	GENOMAD.183721.CP	3.352e-53	193	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3942604_2	1120	2388	1269	-1	0.632	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3942604_3	2642	3199	558	1	0.645	11	GGAG/GAGG	GENOMAD.169813.PC	7.391e-12	66	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3942604_4	3278	4087	810	1	0.606	11	GGAG/GAGG	GENOMAD.195751.PC	1.418e-76	258	0	0	0	1	NA	NA	NA	COG1981;K08983	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_3942604_5	4091	4909	819	1	0.618	11	GGAG/GAGG	GENOMAD.214289.PC	1.536e-08	58	0	0	0	1	NA	NA	NA	PF20349;COG1981;TIGR00701	Predicted membrane protein (DUF2214)
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_4242057_1	134	1300	1167	1	0.305	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_4242057_2	1958	2677	720	-1	0.365	11	TAAAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_4278008_1	10	477	468	-1	0.630	11	GGAG/GAGG	GENOMAD.214991.PC	1.625e-30	119	0	0	0	1	NA	NA	NA	TIGR03054	putative photosynthetic complex assembly protein
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_4278008_2	488	1141	654	-1	0.647	11	GGAGG	GENOMAD.214992.PC	1.107e-54	192	0	0	0	1	NA	NA	NA	PF03703	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_4278008_3	1138	1914	777	-1	0.623	11	GGAG/GAGG	GENOMAD.214395.PC	4.988e-45	166	0	0	0	1	NA	NA	NA	PF03967;K13991;TIGR01150	Photosynthetic reaction centre, H-chain N-terminal region
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_4278008_4	1935	2831	897	-1	0.652	11	None	GENOMAD.160575.CP	1.102e-74	254	0	0	0	1	NA	NA	NA	COG2211	Na+/melibiose symporter or related transporter
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_5751923.0_1	1	153	153	1	0.608	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_5751923.0_2	150	1154	1005	1	0.639	11	None	GENOMAD.145955.PC	1.861e-75	258	0	0	0	1	NA	NA	NA	PF05275;COG3667;K07233	Uncharacterized protein involved in copper resistance
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_5751923.0_3	1185	1673	489	1	0.626	11	GGAG/GAGG	GENOMAD.194217.PC	1.648e-33	128	0	0	0	1	NA	NA	NA	PF13474;COG4875;TIGR02246	SnoaL-like domain
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_5751923.0_4	1681	2268	588	-1	0.634	11	None	GENOMAD.062486.PP	0.0001882	44	0	0	0	1	NA	NA	NA	PF07638;K24073;TIGR02989;COG1595	RNA polymerase sigma-70 factor, Rhodopirellula/Verrucomicrobium family
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_5751923.0_5	2265	2705	441	-1	0.646	11	GGAG/GAGG	GENOMAD.177234.PC	2.877e-37	138	0	0	0	1	NA	NA	NA	PF13801;K24078;COG5612	Periplasmic protein refolding chaperone Spy/CpxP family
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_5751923.0_6	2702	2977	276	-1	0.674	11	GGAG/GAGG	GENOMAD.142195.PP	2.499e-07	49	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_5751923.0_7	3122	3973	852	-1	0.629	11	AGxAG	GENOMAD.145659.PC	2.866e-16	82	0	0	0	1	NA	NA	NA	PF05425;K07245;COG1276;TIGR00701	Putative copper export protein
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_5751923.0_8	3978	4334	357	-1	0.585	11	GGA/GAG/AGG	GENOMAD.145807.PC	6.008e-17	78	0	0	0	1	NA	NA	NA	PF04234;COG2372;K14166	Copper-binding protein CopC (methionine-rich)
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_5751923.0_9	4440	6920	2481	-1	0.646	11	GGAGG	GENOMAD.137345.PC	3.684e-09	63	0	0	0	1	NA	NA	NA	K07089;COG0701	Uncharacterized membrane protein YraQ, UPF0718 family
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_5751923.0_10	7001	7267	267	1	0.569	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_5751923.0_11	7507	7812	306	-1	0.601	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
particle-coassembly-bin419.contigs.fa_plasmid_genes.tsv k99_5751923.0_12	8027	9304	1278	1	0.660	11	AGGAG	GENOMAD.152263.PC	3.239e-67	238	0	0	0	1	NA	NA	NA	PF02321;K15725;TIGR01844;COG1538	type I secretion outer membrane protein, TolC family
