seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes filename
91627_DAStool_bin42.fa_plasmid_summary.tsv k99_1034864	3366	No terminal repeats	4	11	0.7276	NA	0	1.4199	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_270055	4987	No terminal repeats	6	11	0.9863	NA	0	2.2297	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_1705031	3936	No terminal repeats	5	11	0.9827	NA	0	2.4138	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_1939440	5041	No terminal repeats	5	11	0.9655	NA	0	1.7529	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_413186	10565	No terminal repeats	17	11	0.9627	NA	0	0.9901	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_2794	3850	No terminal repeats	4	11	0.9456	NA	0	1.8103	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_185566	5201	No terminal repeats	6	11	0.9396	NA	0	0.4026	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_232754	9252	No terminal repeats	11	11	0.9032	NA	0	3.1204	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_1451973	4379	No terminal repeats	4	11	0.8902	NA	0	0.0000	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_456325	4428	No terminal repeats	5	11	0.8747	NA	0	0.0000	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_94693	4015	No terminal repeats	5	11	0.8723	NA	0	0.2920	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_2124221	4720	No terminal repeats	6	11	0.8534	NA	0	0.6619	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_466761	4294	No terminal repeats	5	11	0.8277	NA	0	1.0862	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_429245	5456	No terminal repeats	5	11	0.8078	NA	0	2.3324	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_565929	5004	No terminal repeats	5	11	0.8070	NA	0	0.7552	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_1237604	11945	No terminal repeats	10	11	0.8063	NA	0	0.3162	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_830564	3113	No terminal repeats	7	11	0.8028	NA	0	0.9477	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_1853411	4728	No terminal repeats	6	11	0.8026	NA	0	0.4212	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_1966871	2568	No terminal repeats	5	11	0.7972	NA	0	1.9836	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_597904	3260	No terminal repeats	3	11	0.7952	NA	0	0.5539	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_845155	10607	No terminal repeats	10	11	0.7946	NA	0	0.6466	NA	NF000402
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_316926	2682	No terminal repeats	3	11	0.7908	NA	0	0.0000	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_1214937	2501	No terminal repeats	4	11	0.7690	NA	0	0.0000	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_1617783	5017	No terminal repeats	5	11	0.7536	NA	0	0.0000	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_589732	7020	No terminal repeats	9	11	0.7494	NA	0	0.3281	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_451199	3490	No terminal repeats	4	11	0.7328	NA	0	0.0000	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_822522	5905	No terminal repeats	6	11	0.7229	NA	0	0.2338	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_1453732	3274	No terminal repeats	5	11	0.7220	NA	0	0.1769	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_848236	12983	No terminal repeats	11	11	0.7176	NA	0	0.1203	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_856588	5481	No terminal repeats	7	11	0.7169	NA	0	0.1217	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_1607396	3244	No terminal repeats	3	11	0.7140	NA	0	0.0000	NA	NA
91627_DAStool_bin54.fa_plasmid_summary.tsv k99_1058934	3005	No terminal repeats	3	11	0.7053	NA	0	0.5005	NA	NA
91627_DAStool_bin57.fa_plasmid_summary.tsv k99_1953	2954	No terminal repeats	4	11	0.7763	NA	0	0.0000	NA	NA
91627_DAStool_bin57.fa_plasmid_summary.tsv k99_691772	4472	No terminal repeats	6	11	0.7221	NA	0	0.0000	NA	NA
91627_DAStool_bin58.fa_plasmid_summary.tsv k99_823055	2716	No terminal repeats	6	11	0.8793	NA	0	1.7042	NA	NA
91627_DAStool_bin62.fa_plasmid_summary.tsv k99_236525	4276	No terminal repeats	5	11	0.9067	NA	0	1.4481	NA	NA
91627_DAStool_bin62.fa_plasmid_summary.tsv k99_697560	6110	No terminal repeats	9	11	0.8603	NA	0	0.2493	NA	NF000272
91627_DAStool_bin62.fa_plasmid_summary.tsv k99_1318091	4185	No terminal repeats	3	11	0.7705	NA	0	0.0000	NA	NA
91627_DAStool_bin62.fa_plasmid_summary.tsv k99_2170056	4171	No terminal repeats	5	11	0.7611	NA	0	0.0000	NA	NA
91627_DAStool_bin62.fa_plasmid_summary.tsv k99_830045	2875	No terminal repeats	4	11	0.7587	NA	0	1.8776	NA	NA
91627_DAStool_bin62.fa_plasmid_summary.tsv k99_2256309	2745	No terminal repeats	3	11	0.7455	NA	0	0.0000	NA	NA
91627_DAStool_bin62.fa_plasmid_summary.tsv k99_1996061	2716	No terminal repeats	4	11	0.7133	NA	0	0.0000	NA	NA
91627_DAStool_bin69.fa_plasmid_summary.tsv k99_496232	3618	No terminal repeats	4	11	0.8979	NA	0	2.2649	NA	NA
91627_DAStool_bin70.fa_plasmid_summary.tsv k99_278064	3745	No terminal repeats	6	11	0.8526	NA	0	0.2375	NA	NA
91627_DAStool_bin70.fa_plasmid_summary.tsv k99_2143268	3097	No terminal repeats	2	11	0.8237	NA	0	1.6998	NA	NA
91627_DAStool_bin70.fa_plasmid_summary.tsv k99_885279	2675	No terminal repeats	4	11	0.7952	NA	0	0.6063	NA	NA
91627_DAStool_bin70.fa_plasmid_summary.tsv k99_177001	3528	No terminal repeats	3	11	0.7270	NA	0	0.0000	NA	NA
91627_DAStool_bin70.fa_plasmid_summary.tsv k99_1867154	5305	No terminal repeats	5	11	0.7235	NA	0	0.0000	NA	NA
91627_DAStool_bin70.fa_plasmid_summary.tsv k99_2100408	5297	No terminal repeats	5	11	0.7188	NA	0	0.5681	NA	NA
91627_DAStool_bin70.fa_plasmid_summary.tsv k99_1263882	2744	No terminal repeats	2	11	0.7009	NA	0	0.0000	NA	NA
91627_DAStool_bin7.fa_plasmid_summary.tsv k99_1905102	2883	No terminal repeats	4	11	0.9477	NA	0	1.0812	NA	NA
91627_DAStool_bin7.fa_plasmid_summary.tsv k99_711425	2518	No terminal repeats	3	11	0.7674	NA	0	0.0000	NA	NA
91627_DAStool_bin7.fa_plasmid_summary.tsv k99_1396841	3409	No terminal repeats	3	11	0.7162	NA	0	0.7667	NA	NA
91627_DAStool_bin80.fa_plasmid_summary.tsv k99_336151	3229	No terminal repeats	3	11	0.9755	NA	0	2.3860	NA	NA
91627_DAStool_bin80.fa_plasmid_summary.tsv k99_1468682	6511	No terminal repeats	6	11	0.9228	NA	0	0.5989	NA	NA
91627_DAStool_bin80.fa_plasmid_summary.tsv k99_1779735	2895	No terminal repeats	2	11	0.8838	NA	0	1.4925	NA	NA
91627_DAStool_bin80.fa_plasmid_summary.tsv k99_1326234	2570	No terminal repeats	4	11	0.8029	NA	0	0.0000	NA	NA
91627_DAStool_bin80.fa_plasmid_summary.tsv k99_1764448	2775	No terminal repeats	4	11	0.8024	NA	0	0.0000	NA	NA
91627_DAStool_bin80.fa_plasmid_summary.tsv k99_431457	3389	No terminal repeats	3	11	0.7869	NA	0	0.0000	NA	NA
91627_DAStool_bin80.fa_plasmid_summary.tsv k99_961771	2773	No terminal repeats	1	11	0.7014	NA	0	0.0000	NA	NA
91628_DAStool_bin16.fa_plasmid_summary.tsv k99_1369723	2844	No terminal repeats	3	11	0.8165	NA	0	0.0000	NA	NA
91628_DAStool_bin16.fa_plasmid_summary.tsv k99_1341956	3403	No terminal repeats	3	11	0.7688	NA	0	0.0000	NA	NA
91628_DAStool_bin16.fa_plasmid_summary.tsv k99_116579	3377	No terminal repeats	3	11	0.7137	NA	0	0.3386	NA	NA
91628_DAStool_bin16.fa_plasmid_summary.tsv k99_991176	3687	No terminal repeats	3	11	0.7132	NA	0	0.6004	NA	NA
91628_DAStool_bin16.fa_plasmid_summary.tsv k99_1174843	2786	No terminal repeats	4	11	0.7060	NA	0	0.0000	NA	NA
91628_DAStool_bin172.fa_plasmid_summary.tsv k99_1895691	7472	No terminal repeats	9	11	0.9598	NA	0	2.9969	NA	NA
91628_DAStool_bin172.fa_plasmid_summary.tsv k99_1878159	2562	No terminal repeats	6	11	0.7876	NA	0	0.3624	NA	NA
91628_DAStool_bin172.fa_plasmid_summary.tsv k99_1903085	7348	No terminal repeats	9	11	0.7452	NA	0	0.2307	NA	NA
91628_DAStool_bin172.fa_plasmid_summary.tsv k99_541115	3076	No terminal repeats	6	11	0.7182	NA	0	0.0000	NA	NA
91628_DAStool_bin179.fa_plasmid_summary.tsv k99_470977	2522	No terminal repeats	2	11	0.8074	NA	0	1.4744	NA	NA
91628_DAStool_bin18.fa_plasmid_summary.tsv k99_811392	5776	No terminal repeats	5	11	0.8181	NA	0	1.3915	NA	NA
91628_DAStool_bin18.fa_plasmid_summary.tsv k99_397887	4506	No terminal repeats	5	11	0.8162	NA	0	1.7183	NA	NA
91628_DAStool_bin18.fa_plasmid_summary.tsv k99_1346863	5131	No terminal repeats	4	11	0.7967	NA	0	2.1799	NA	NA
91628_DAStool_bin39.fa_plasmid_summary.tsv k99_758224	4532	No terminal repeats	7	11	0.9381	NA	0	1.2924	NA	NA
91628_DAStool_bin39.fa_plasmid_summary.tsv k99_1461418	3245	No terminal repeats	4	11	0.8780	NA	0	0.0000	NA	NA
91628_DAStool_bin39.fa_plasmid_summary.tsv k99_1026716	3159	No terminal repeats	5	11	0.7534	NA	0	1.1839	NA	NA
91628_DAStool_bin39.fa_plasmid_summary.tsv k99_2717502	3407	No terminal repeats	7	11	0.7228	NA	0	0.8646	NA	NA
91628_DAStool_bin45.fa_plasmid_summary.tsv k99_815614	2669	No terminal repeats	3	11	0.9810	NA	0	1.7183	NA	NA
91628_DAStool_bin45.fa_plasmid_summary.tsv k99_2420237	2875	No terminal repeats	5	11	0.9357	NA	0	1.6113	NA	NA
91628_DAStool_bin45.fa_plasmid_summary.tsv k99_735097	4482	No terminal repeats	6	11	0.8299	NA	0	0.5526	NA	NA
91628_DAStool_bin45.fa_plasmid_summary.tsv k99_560446	2816	No terminal repeats	4	11	0.8283	NA	0	0.0000	NA	NA
91628_DAStool_bin45.fa_plasmid_summary.tsv k99_2504183	3004	No terminal repeats	3	11	0.7813	NA	0	0.0000	NA	NA
91628_DAStool_bin45.fa_plasmid_summary.tsv k99_2328057	2735	No terminal repeats	5	11	0.7766	NA	0	0.5534	NA	NA
91628_DAStool_bin45.fa_plasmid_summary.tsv k99_399283	2522	No terminal repeats	3	11	0.7745	NA	0	0.4669	NA	NA
91628_DAStool_bin45.fa_plasmid_summary.tsv k99_243945	5275	No terminal repeats	8	11	0.7675	NA	0	0.0000	NA	NA
91628_DAStool_bin45.fa_plasmid_summary.tsv k99_470318	2618	No terminal repeats	3	11	0.7629	NA	0	0.4503	NA	NF033088
91628_DAStool_bin45.fa_plasmid_summary.tsv k99_324900	3486	No terminal repeats	4	11	0.7019	NA	0	0.0000	NA	NA
91628_DAStool_bin51.fa_plasmid_summary.tsv k99_1672361	3426	No terminal repeats	3	11	0.8852	NA	0	1.5010	NA	NA
91628_DAStool_bin51.fa_plasmid_summary.tsv k99_532703	4456	No terminal repeats	7	11	0.8709	NA	0	3.9435	NA	NA
91628_DAStool_bin52.fa_plasmid_summary.tsv k99_1565509	2923	No terminal repeats	3	11	0.9272	NA	0	2.5999	NA	NA
91628_DAStool_bin52.fa_plasmid_summary.tsv k99_1458500	2536	No terminal repeats	4	11	0.7571	NA	0	1.6336	NA	NA
91629_DAStool_bin119.fa_plasmid_summary.tsv k99_1362408	5757	No terminal repeats	8	11	0.9809	NA	0	2.9076	NA	NA
91629_DAStool_bin119.fa_plasmid_summary.tsv k99_914091	5791	No terminal repeats	8	11	0.9389	NA	0	3.4380	NA	NA
91629_DAStool_bin119.fa_plasmid_summary.tsv k99_514426	5304	No terminal repeats	8	11	0.9253	NA	0	1.7183	NA	NA
91629_DAStool_bin119.fa_plasmid_summary.tsv k99_1094029	5556	No terminal repeats	6	11	0.9136	NA	0	1.4728	NA	NA
91629_DAStool_bin119.fa_plasmid_summary.tsv k99_630600	4470	No terminal repeats	6	11	0.8983	NA	0	1.1361	NA	NF000005;NF033135
91629_DAStool_bin119.fa_plasmid_summary.tsv k99_185060	40911	No terminal repeats	39	11	0.8983	NA	0	4.9647	NA	NA
91629_DAStool_bin119.fa_plasmid_summary.tsv k99_406504	2576	No terminal repeats	4	11	0.8654	NA	0	2.0821	NA	NA
91629_DAStool_bin119.fa_plasmid_summary.tsv k99_1006000	6091	No terminal repeats	6	11	0.7815	NA	0	1.3164	NA	NA
91629_DAStool_bin119.fa_plasmid_summary.tsv k99_1412438	5684	No terminal repeats	7	11	0.7767	NA	0	1.5504	NA	NA
91629_DAStool_bin119.fa_plasmid_summary.tsv k99_717753	8531	No terminal repeats	12	11	0.7545	NA	0	1.4163	NA	NA
91629_DAStool_bin119.fa_plasmid_summary.tsv k99_1301118	5743	No terminal repeats	5	11	0.7350	NA	0	0.5308	NA	NA
91629_DAStool_bin122.fa_plasmid_summary.tsv k99_1022032	2808	No terminal repeats	4	11	0.7403	NA	0	0.0000	NA	NA
91629_DAStool_bin12.fa_plasmid_summary.tsv k99_722796	22713	No terminal repeats	24	11	0.9275	NA	0	1.3303	NA	NA
91629_DAStool_bin12.fa_plasmid_summary.tsv k99_903102	3542	No terminal repeats	8	11	0.9121	NA	0	1.9008	NA	NA
91629_DAStool_bin12.fa_plasmid_summary.tsv k99_672056	3540	No terminal repeats	7	11	0.8150	NA	0	0.0000	NA	NA
91629_DAStool_bin12.fa_plasmid_summary.tsv k99_918700	6281	No terminal repeats	5	11	0.7941	NA	0	0.1850	NA	NA
91629_DAStool_bin12.fa_plasmid_summary.tsv k99_2127748	7504	No terminal repeats	8	11	0.7124	NA	0	0.9173	NA	NA
91629_DAStool_bin130.fa_plasmid_summary.tsv k99_1026731	3662	DTR	4	11	0.9810	NA	0	0.2854	NA	NA
91629_DAStool_bin130.fa_plasmid_summary.tsv k99_1424942	3625	No terminal repeats	4	11	0.8693	NA	0	0.0000	NA	NA
91629_DAStool_bin130.fa_plasmid_summary.tsv k99_1990172	3961	No terminal repeats	4	11	0.8636	NA	0	1.0482	NA	NA
91629_DAStool_bin130.fa_plasmid_summary.tsv k99_926193	3855	No terminal repeats	4	11	0.8374	NA	0	0.0000	NA	NA
91629_DAStool_bin130.fa_plasmid_summary.tsv k99_81479	3645	No terminal repeats	5	11	0.8322	NA	0	0.0000	NA	NA
91629_DAStool_bin130.fa_plasmid_summary.tsv k99_756084	3773	No terminal repeats	5	11	0.8249	NA	1	1.4894	MOBQ	NA
91629_DAStool_bin130.fa_plasmid_summary.tsv k99_1277537	3093	No terminal repeats	5	11	0.7675	NA	0	0.0000	NA	NA
91629_DAStool_bin130.fa_plasmid_summary.tsv k99_4181	2913	No terminal repeats	1	11	0.7218	NA	0	0.0000	NA	NA
91629_DAStool_bin130.fa_plasmid_summary.tsv k99_443858	3876	No terminal repeats	4	11	0.7125	NA	0	0.5333	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_736043	5684	No terminal repeats	9	11	0.9950	NA	1	9.2189	MOBP1	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_1486742	4920	No terminal repeats	6	11	0.9924	NA	0	5.4430	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_1410849	79022	No terminal repeats	72	11	0.9913	NA	9	19.8158	F_traG;F_traH;F_traF;F_trbC;F_traU;F_traW	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_1974932	2966	No terminal repeats	5	11	0.9887	NA	3	3.3900	T_virB9;T_virB8;T_virB6	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_860920	2521	No terminal repeats	6	11	0.9528	NA	2	2.8002	T_virB1;T_virB3	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_176069	27258	No terminal repeats	31	11	0.9494	NA	0	0.8178	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_778222	15516	No terminal repeats	20	11	0.9473	NA	0	2.1310	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_921067	5833	No terminal repeats	7	11	0.9358	NA	0	2.1064	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_612290	4491	No terminal repeats	6	11	0.9262	NA	0	1.5096	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_1550676	6391	No terminal repeats	6	11	0.9258	NA	0	0.6213	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_1218618	9734	No terminal repeats	12	11	0.8969	NA	0	1.7878	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_2013866	3550	No terminal repeats	4	11	0.8862	NA	0	0.0000	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_2157743	6761	No terminal repeats	4	11	0.8782	NA	0	0.0000	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_577192	4422	No terminal repeats	3	11	0.8753	NA	0	0.2301	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_1206043	3026	No terminal repeats	5	11	0.8650	NA	0	0.0000	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_1150922	5775	No terminal repeats	8	11	0.8530	NA	0	0.6582	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_1626426	3317	No terminal repeats	4	11	0.8485	NA	0	0.7371	NA	NF000272
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_1202762	8123	No terminal repeats	11	11	0.8318	NA	0	0.1610	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_1408795	3916	No terminal repeats	4	11	0.8318	NA	0	0.9181	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_553344	3170	No terminal repeats	5	11	0.8213	NA	0	0.1520	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_1323413	2984	No terminal repeats	4	11	0.8052	NA	0	0.0000	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_1379806	2897	No terminal repeats	2	11	0.8012	NA	0	0.0000	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_709352	6039	No terminal repeats	8	11	0.7967	NA	0	0.7380	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_1828940	7400	No terminal repeats	7	11	0.7873	NA	0	1.0194	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_206387	4418	No terminal repeats	7	11	0.7744	NA	0	1.7405	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_707173	2957	No terminal repeats	3	11	0.7673	NA	0	0.0000	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_2084245	2696	No terminal repeats	3	11	0.7665	NA	0	0.2068	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_2025281	3557	No terminal repeats	4	11	0.7662	NA	0	0.0000	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_1436139	3580	No terminal repeats	5	11	0.7620	NA	0	1.2220	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_501340	14636	No terminal repeats	17	11	0.7377	NA	0	2.4001	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_433970	3277	No terminal repeats	3	11	0.7166	NA	0	0.1738	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_2009441	2681	No terminal repeats	3	11	0.7116	NA	0	0.2705	NA	NA
91629_DAStool_bin131.fa_plasmid_summary.tsv k99_891770	4021	No terminal repeats	3	11	0.7049	NA	0	0.2804	NA	NA
91629_DAStool_bin137.fa_plasmid_summary.tsv k99_984086	2639	No terminal repeats	3	11	0.8477	NA	0	2.1460	NA	NA
91629_DAStool_bin139.fa_plasmid_summary.tsv k99_2075326	11493	No terminal repeats	16	11	0.9188	NA	0	1.5797	NA	NA
91629_DAStool_bin139.fa_plasmid_summary.tsv k99_1519280	3227	No terminal repeats	4	11	0.7285	NA	0	0.0000	NA	NA
91629_DAStool_bin139.fa_plasmid_summary.tsv k99_1745831	7104	No terminal repeats	6	11	0.7234	NA	0	2.8543	NA	NA
91629_DAStool_bin139.fa_plasmid_summary.tsv k99_1123902	4008	No terminal repeats	5	11	0.7019	NA	0	0.2132	NA	NA
91629_DAStool_bin148.fa_plasmid_summary.tsv k99_1548098	4444	No terminal repeats	4	11	0.7929	NA	1	1.7183	NA	NA
91629_DAStool_bin148.fa_plasmid_summary.tsv k99_759161	2516	No terminal repeats	3	11	0.7479	NA	0	0.0000	NA	NA
91629_DAStool_bin16.fa_plasmid_summary.tsv k99_1977450	2676	No terminal repeats	4	11	0.9575	NA	0	1.6645	NA	NA
91629_DAStool_bin16.fa_plasmid_summary.tsv k99_1453189	3723	No terminal repeats	7	11	0.9050	NA	0	0.7783	NA	NA
91629_DAStool_bin16.fa_plasmid_summary.tsv k99_1466969	3001	No terminal repeats	6	11	0.8414	NA	0	1.9848	NA	NA
91629_DAStool_bin16.fa_plasmid_summary.tsv k99_1489864	4420	No terminal repeats	4	11	0.7290	NA	0	0.0758	NA	NA
91629_DAStool_bin16.fa_plasmid_summary.tsv k99_631181	4017	No terminal repeats	6	11	0.7226	NA	0	2.1098	NA	NF012171
91629_DAStool_bin1.fa_plasmid_summary.tsv k99_746389	2840	No terminal repeats	1	11	0.9467	NA	0	1.6998	NA	NA
91629_DAStool_bin1.fa_plasmid_summary.tsv k99_1388281	7359	No terminal repeats	6	11	0.9329	NA	0	1.7028	NA	NA
91629_DAStool_bin1.fa_plasmid_summary.tsv k99_492835	3258	No terminal repeats	5	11	0.9254	NA	0	1.2190	NA	NA
91629_DAStool_bin1.fa_plasmid_summary.tsv k99_1654247	2610	No terminal repeats	3	11	0.8978	NA	0	1.5401	NA	NF033476
91629_DAStool_bin1.fa_plasmid_summary.tsv k99_352445	3362	No terminal repeats	5	11	0.7983	NA	0	0.0000	NA	NA
91629_DAStool_bin1.fa_plasmid_summary.tsv k99_1880672	2941	No terminal repeats	4	11	0.7885	NA	0	0.0000	NA	NA
91629_DAStool_bin1.fa_plasmid_summary.tsv k99_696397	2680	No terminal repeats	2	11	0.7400	NA	0	0.0000	NA	NA
91629_DAStool_bin1.fa_plasmid_summary.tsv k99_944605	3133	No terminal repeats	4	11	0.7133	NA	0	0.3139	NA	NA
91629_DAStool_bin1.fa_plasmid_summary.tsv k99_1837873	2569	No terminal repeats	2	11	0.7102	NA	0	0.0000	NA	NA
91629_DAStool_bin1.fa_plasmid_summary.tsv k99_721271	4544	No terminal repeats	4	11	0.7089	NA	0	0.0000	NA	NA
91629_DAStool_bin26.fa_plasmid_summary.tsv k99_1732141	6161	No terminal repeats	12	11	0.9207	NA	0	2.5093	NA	NA
91629_DAStool_bin26.fa_plasmid_summary.tsv k99_2146604	3570	No terminal repeats	7	11	0.9168	NA	0	2.9051	NA	NA
91629_DAStool_bin26.fa_plasmid_summary.tsv k99_1751528	2991	No terminal repeats	5	11	0.7975	NA	0	1.7183	NA	NA
91629_DAStool_bin26.fa_plasmid_summary.tsv k99_1960383	3298	No terminal repeats	3	11	0.7200	NA	0	1.5385	NA	NA
91629_DAStool_bin35.fa_plasmid_summary.tsv k99_442567	5482	No terminal repeats	6	11	0.8999	NA	0	0.7172	NA	NA
91629_DAStool_bin35.fa_plasmid_summary.tsv k99_971816	4308	No terminal repeats	4	11	0.8305	NA	0	0.5328	NA	NA
91629_DAStool_bin35.fa_plasmid_summary.tsv k99_1425029	4821	No terminal repeats	7	11	0.7773	NA	0	0.9328	NA	NA
91629_DAStool_bin35.fa_plasmid_summary.tsv k99_578523	2848	No terminal repeats	4	11	0.7626	NA	0	0.0000	NA	NA
91629_DAStool_bin35.fa_plasmid_summary.tsv k99_156365	3153	No terminal repeats	4	11	0.7126	NA	0	0.0000	NA	NA
91629_DAStool_bin35.fa_plasmid_summary.tsv k99_1983897	4562	No terminal repeats	7	11	0.7090	NA	0	0.0000	NA	NA
91629_DAStool_bin52.fa_plasmid_summary.tsv k99_404800	4072	No terminal repeats	5	11	0.8861	NA	0	1.9482	NA	NA
91629_DAStool_bin52.fa_plasmid_summary.tsv k99_1175392	2894	No terminal repeats	4	11	0.8149	NA	0	2.1795	NA	NA
91629_DAStool_bin52.fa_plasmid_summary.tsv k99_169182	2995	No terminal repeats	5	11	0.7458	NA	0	0.0000	NA	NA
91629_DAStool_bin64.fa_plasmid_summary.tsv k99_409050	2526	No terminal repeats	1	11	0.8399	NA	0	1.3323	NA	NA
91629_DAStool_bin96.fa_plasmid_summary.tsv k99_881944	2968	No terminal repeats	4	11	0.9863	NA	0	1.7146	NA	NA
free-coassembly-bin110.contigs.fa_plasmid_summary.tsv k99_18581518	3478	No terminal repeats	9	11	0.9706	NA	0	2.2024	NA	NA
free-coassembly-bin112.contigs.fa_plasmid_summary.tsv k99_11480168	4234	No terminal repeats	4	11	0.9650	NA	0	2.2968	NA	NA
free-coassembly-bin112.contigs.fa_plasmid_summary.tsv k99_12653862	2616	No terminal repeats	3	11	0.9129	NA	0	0.1490	NA	NA
free-coassembly-bin112.contigs.fa_plasmid_summary.tsv k99_15456230	8336	No terminal repeats	3	11	0.7568	NA	0	1.1578	NA	NA
free-coassembly-bin112.contigs.fa_plasmid_summary.tsv k99_21564011	5870	No terminal repeats	6	11	0.7236	NA	0	0.0000	NA	NA
free-coassembly-bin121.contigs.fa_plasmid_summary.tsv k99_15793692.3	15466	No terminal repeats	16	11	0.9156	NA	1	1.7005	MOBP1	NA
free-coassembly-bin121.contigs.fa_plasmid_summary.tsv k99_8034583	7679	No terminal repeats	7	11	0.8072	NA	0	2.7440	NA	NA
free-coassembly-bin121.contigs.fa_plasmid_summary.tsv k99_22591282	7786	No terminal repeats	6	11	0.7486	NA	0	1.7183	NA	NA
free-coassembly-bin130.contigs.fa_plasmid_summary.tsv k99_14602622	5299	No terminal repeats	5	11	0.9365	NA	0	2.0477	NA	NA
free-coassembly-bin130.contigs.fa_plasmid_summary.tsv k99_306355	3921	No terminal repeats	6	11	0.9008	NA	0	1.7183	NA	NA
free-coassembly-bin130.contigs.fa_plasmid_summary.tsv k99_15195466	2512	No terminal repeats	4	11	0.8728	NA	0	1.2066	NA	NA
free-coassembly-bin130.contigs.fa_plasmid_summary.tsv k99_8194686	2605	No terminal repeats	4	11	0.8272	NA	0	1.1625	NA	NA
free-coassembly-bin130.contigs.fa_plasmid_summary.tsv k99_1434927	12925	No terminal repeats	15	11	0.8218	NA	0	0.5536	NA	NA
free-coassembly-bin130.contigs.fa_plasmid_summary.tsv k99_8867195	5197	No terminal repeats	4	11	0.7542	NA	0	1.3186	NA	NA
